,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_degree,param_kernel,param_l2reg,param_offset,param_sigma,params,rank_test_score,split0_test_score,split0_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.034744977951049805,0.02642989158630371,0.01984757204225697,0.003645145232238331,,RBF,0.01,,0.01,"{'kernel': 'RBF', 'l2reg': 0.01, 'sigma': 0.01}",4,-0.01984757204225697,-0.003645145232238331,0.0,0.0,0.0,0.0
1,0.0255279541015625,0.023938894271850586,0.017586601747846882,0.019348222628925268,,RBF,0.01,,0.1,"{'kernel': 'RBF', 'l2reg': 0.01, 'sigma': 0.1}",1,-0.017586601747846882,-0.019348222628925268,0.0,0.0,0.0,0.0
2,0.025957107543945312,0.023865938186645508,0.0325151901746412,0.0494316661575068,,RBF,0.01,,0.5,"{'kernel': 'RBF', 'l2reg': 0.01, 'sigma': 0.5}",7,-0.0325151901746412,-0.0494316661575068,0.0,0.0,0.0,0.0
3,0.031768083572387695,0.039273977279663086,0.01871221444137069,0.004406907802897559,,RBF,0.03,,0.01,"{'kernel': 'RBF', 'l2reg': 0.03, 'sigma': 0.01}",3,-0.01871221444137069,-0.004406907802897559,0.0,0.0,0.0,0.0
4,0.02587103843688965,0.024492979049682617,0.01986831162304623,0.021856330670297495,,RBF,0.03,,0.1,"{'kernel': 'RBF', 'l2reg': 0.03, 'sigma': 0.1}",5,-0.01986831162304623,-0.021856330670297495,0.0,0.0,0.0,0.0
5,0.025260210037231445,0.024896860122680664,0.03982853007360537,0.06161482504998313,,RBF,0.03,,0.5,"{'kernel': 'RBF', 'l2reg': 0.03, 'sigma': 0.5}",12,-0.03982853007360537,-0.06161482504998313,0.0,0.0,0.0,0.0
6,0.025799036026000977,0.025887012481689453,0.018621566980209225,0.005202727842705856,,RBF,0.0625,,0.01,"{'kernel': 'RBF', 'l2reg': 0.0625, 'sigma': 0.01}",2,-0.018621566980209225,-0.005202727842705856,0.0,0.0,0.0,0.0
7,0.02610611915588379,0.02414226531982422,0.021269527101578894,0.02324450382624096,,RBF,0.0625,,0.1,"{'kernel': 'RBF', 'l2reg': 0.0625, 'sigma': 0.1}",6,-0.021269527101578894,-0.02324450382624096,0.0,0.0,0.0,0.0
8,0.02487492561340332,0.02375507354736328,0.04525076887319055,0.06947497924491743,,RBF,0.0625,,0.5,"{'kernel': 'RBF', 'l2reg': 0.0625, 'sigma': 0.5}",17,-0.04525076887319055,-0.06947497924491743,0.0,0.0,0.0,0.0
9,0.02077198028564453,0.021241188049316406,0.05008308120788833,0.07320731825446358,4,polynomial,0.01,-2,,"{'degree': 4, 'kernel': 'polynomial', 'l2reg': 0.01, 'offset': -2}",18,-0.05008308120788833,-0.07320731825446358,0.0,0.0,0.0,0.0
10,0.026182889938354492,0.02994704246520996,0.0434543244978231,0.060135000362254346,4,polynomial,0.01,-1,,"{'degree': 4, 'kernel': 'polynomial', 'l2reg': 0.01, 'offset': -1}",16,-0.0434543244978231,-0.060135000362254346,0.0,0.0,0.0,0.0
11,0.020649194717407227,0.021355152130126953,0.060261560879300076,0.08884438395204705,4,polynomial,0.01,1,,"{'degree': 4, 'kernel': 'polynomial', 'l2reg': 0.01, 'offset': 1}",24,-0.060261560879300076,-0.08884438395204705,0.0,0.0,0.0,0.0
12,0.0209810733795166,0.021394968032836914,0.06200622328296097,0.0857542072769234,4,polynomial,0.03,-2,,"{'degree': 4, 'kernel': 'polynomial', 'l2reg': 0.03, 'offset': -2}",26,-0.06200622328296097,-0.0857542072769234,0.0,0.0,0.0,0.0
13,0.02104783058166504,0.022014141082763672,0.06079174305992026,0.07534723315794978,4,polynomial,0.03,-1,,"{'degree': 4, 'kernel': 'polynomial', 'l2reg': 0.03, 'offset': -1}",25,-0.06079174305992026,-0.07534723315794978,0.0,0.0,0.0,0.0
14,0.020713090896606445,0.02244091033935547,0.06535437985163779,0.0939836509234509,4,polynomial,0.03,1,,"{'degree': 4, 'kernel': 'polynomial', 'l2reg': 0.03, 'offset': 1}",27,-0.06535437985163779,-0.0939836509234509,0.0,0.0,0.0,0.0
15,0.02073502540588379,0.02182769775390625,0.06649694433489631,0.08940628632345378,4,polynomial,0.05,-2,,"{'degree': 4, 'kernel': 'polynomial', 'l2reg': 0.05, 'offset': -2}",28,-0.06649694433489631,-0.08940628632345378,0.0,0.0,0.0,0.0
